83258,M,M,Advanced Degree,10000,Good,4,2,5
1030943,F,W,4 yr Degree,9000,High Risk,3,2,6
424800,F,S,4 yr Degree,9500,Unknown,3,1,1
957945,F,S,Secondary,7500,Good,2,0,6
643243,M,W,4 yr Degree,9000,High Risk,1,0,6
559024,F,M,Unknown,6500,Good,4,3,6
998899,M,D,2 yr Degree,1000,High Risk,4,0,3
1246465,M,W,Secondary,9000,High Risk,0,1,2
356696,M,S,4 yr Degree,4000,High Risk,3,4,2
1605944,F,W,Secondary,5500,Good,4,5,6
1894192,F,W,Unknown,8500,Good,1,3,5
1165456,F,D,4 yr Degree,5500,High Risk,5,3,6
985186,M,S,2 yr Degree,3000,Good,1,3,5
1637645,M,M,College,6500,Unknown,5,2,2
1485061,M,D,Primary,9000,Unknown,5,4,2
1805491,F,M,Unknown,7500,Unknown,6,1,4
379928,F,D,Unknown,9000,Unknown,4,0,6
280255,M,D,Primary,10000,Good,2,2,1
1297228,M,D,4 yr Degree,3000,Low Risk,2,1,4
488927,F,S,Primary,3000,Unknown,4,3,5
776223,F,D,2 yr Degree,4000,Unknown,0,3,5
742165,F,U,Secondary,7500,Unknown,6,1,2
1892741,M,D,Unknown,6500,Good,4,5,2
1150232,F,D,Secondary,6500,Good,5,1,3
385281,M,M,4 yr Degree,9000,Unknown,4,1,2
506871,M,D,Primary,9000,Good,3,4,6
454561,F,D,Advanced Degree,500,Low Risk,4,6,6
121506,F,U,Unknown,7500,Good,5,3,5
1297014,M,W,Advanced Degree,7500,Good,3,3,4
1267616,M,D,College,500,Unknown,3,6,2
455745,M,M,College,2500,Low Risk,5,0,2
1638191,F,D,4 yr Degree,2000,Good,0,1,5
1606862,M,D,4 yr Degree,2500,Good,4,5,3
913395,M,D,4 yr Degree,4500,Unknown,1,3,6
1727278,M,M,Secondary,5500,Unknown,3,2,3
1688004,M,S,2 yr Degree,5500,Low Risk,3,6,5
1057295,F,W,2 yr Degree,4000,Unknown,0,4,0
1820820,M,D,Secondary,5500,Unknown,0,2,6
511199,F,D,College,3000,Low Risk,3,1,6
724131,M,D,Secondary,3000,Good,3,5,4
708661,M,W,4 yr Degree,5000,Unknown,2,4,4
1696063,M,D,College,500,Unknown,3,3,1
486002,M,W,Advanced Degree,3000,High Risk,6,3,4
207737,M,S,Unknown,9000,High Risk,4,1,4
57287,F,M,Secondary,8000,Unknown,2,3,2
1542361,M,W,Secondary,6500,Unknown,1,4,0
1901678,M,D,Unknown,5500,Low Risk,1,4,4
1608883,F,U,Primary,1500,Unknown,6,3,5
604746,M,D,2 yr Degree,9000,High Risk,6,3,2
1309639,M,D,4 yr Degree,8500,Good,6,5,6
329202,M,D,Advanced Degree,10000,Good,6,5,6
706565,M,D,Secondary,500,Unknown,3,1,6
713925,F,U,4 yr Degree,2500,Good,4,2,5
1749871,M,D,Secondary,2500,Unknown,0,5,3
1323002,M,M,4 yr Degree,3000,Good,2,4,0
1077324,M,M,Primary,4000,Low Risk,4,0,1
1718235,M,W,Primary,2500,Low Risk,0,3,1
400778,F,W,Primary,9500,Good,1,3,5
450727,M,D,Secondary,500,High Risk,3,6,6
450727,M,D,Unknown,9000,Good,2,5,1
1566496,M,M,Advanced Degree,10000,Unknown,2,0,2
1813823,M,W,College,6500,Low Risk,4,5,2
207737,M,S,Secondary,6500,High Risk,2,0,6
1110728,F,W,Secondary,500,Good,5,1,3
913395,M,U,4 yr Degree,3000,Good,3,3,4
302832,M,M,Secondary,4000,Low Risk,3,4,6
121506,F,D,Primary,9500,High Risk,3,4,5
680861,M,D,Advanced Degree,7500,Unknown,4,5,2
1295716,M,S,Unknown,9500,Unknown,2,4,5
1692262,M,W,2 yr Degree,4500,Unknown,6,0,3
1853666,M,W,Secondary,2500,Low Risk,3,5,6
178069,F,D,2 yr Degree,9000,Low Risk,4,4,2
851445,M,M,4 yr Degree,9000,Unknown,3,5,2
1030934,M,D,Secondary,7500,Unknown,6,0,4
1292974,M,D,2 yr Degree,6000,Low Risk,4,6,6
1021683,F,S,Unknown,7500,Low Risk,4,0,6
1547398,M,M,4 yr Degree,1000,Good,0,2,4
717738,M,D,Secondary,3000,Good,3,1,2
1407343,M,W,Primary,2000,Low Risk,6,2,6
1782619,M,U,Advanced Degree,3000,Unknown,0,2,2
525336,M,S,Secondary,5000,Unknown,3,4,4
29275,M,M,Secondary,3500,High Risk,4,4,2
999651,M,S,Primary,500,Unknown,0,4,1
1795387,M,U,Primary,8000,Unknown,0,6,6
1437277,M,U,4 yr Degree,3000,Unknown,4,0,3
1701322,F,S,Primary,2500,High Risk,5,0,5
774809,M,D,Secondary,3500,Unknown,3,1,2
520163,M,S,Unknown,5000,Good,0,5,6
704951,M,D,Primary,8000,Good,4,5,6
1388958,M,D,Advanced Degree,7000,Good,2,5,1
814396,F,D,2 yr Degree,1000,High Risk,6,6,5
1377048,M,D,Secondary,5000,Low Risk,5,1,6
963683,F,D,Primary,2500,Low Risk,4,2,5
190832,F,D,Secondary,1000,Unknown,4,1,2
1595622,F,D,Secondary,7500,High Risk,0,1,6
94146,M,U,4 yr Degree,2000,Unknown,0,0,5
1228400,F,D,2 yr Degree,8500,Low Risk,3,6,6
1719164,M,U,Unknown,8000,Unknown,3,2,5
212333,M,S,Secondary,5000,Unknown,4,1,0
1819981,F,D,Secondary,2500,Good,4,1,1
978265,M,U,Primary,10000,Unknown,1,1,0
888474,M,D,4 yr Degree,2000,Good,0,5,2
1830301,M,D,College,5000,Unknown,4,0,2
62070,F,D,2 yr Degree,9500,High Risk,0,1,5
402072,M,D,4 yr Degree,9000,High Risk,4,4,1
1384355,M,M,Secondary,3500,Unknown,4,5,4
960340,M,D,Advanced Degree,9000,Unknown,3,6,0
1905260,F,D,Secondary,9500,High Risk,0,1,2
321267,F,M,Advanced Degree,2000,Unknown,4,3,0
923044,F,D,Secondary,5000,Unknown,0,5,6
686876,F,W,Primary,3000,Good,0,3,5
1172665,M,D,Primary,9500,Good,3,0,6
945098,F,W,Secondary,7000,Low Risk,0,3,2
1820820,M,D,Secondary,1500,High Risk,0,3,3
1748912,M,D,4 yr Degree,6000,Unknown,5,5,6
1701322,F,D,Secondary,3500,Unknown,4,2,6
1297014,M,D,Primary,9000,Unknown,4,4,2
988211,F,U,Unknown,6500,Good,0,0,5
343226,M,D,Secondary,2500,Good,4,5,6
1183426,M,W,Advanced Degree,7500,Good,6,5,0
772979,M,D,Primary,5500,High Risk,1,4,2
987901,M,M,College,8500,Good,5,4,1
680861,M,W,4 yr Degree,9000,High Risk,0,3,2
772979,M,S,Unknown,9500,Low Risk,2,5,4
1912606,M,S,Advanced Degree,2500,Unknown,3,0,4
147263,M,U,4 yr Degree,4000,High Risk,4,1,6
801037,M,D,Unknown,2500,Low Risk,6,4,6
814220,F,M,Secondary,9500,Good,3,0,4
1270102,M,D,Primary,4500,Low Risk,5,3,4
377648,F,D,4 yr Degree,6500,Unknown,5,3,5
916091,F,D,Advanced Degree,9000,Unknown,3,2,4
1564386,M,D,Secondary,7500,Unknown,2,4,2
825463,M,W,Secondary,2500,Unknown,3,0,4
1611198,M,U,Secondary,5000,Unknown,4,6,1
800225,M,S,2 yr Degree,8500,High Risk,3,2,2
1165456,M,S,4 yr Degree,3000,Low Risk,0,6,3
1648336,M,U,Secondary,8000,Unknown,2,5,4
1191091,M,M,4 yr Degree,500,Unknown,4,6,1
29275,M,D,4 yr Degree,7500,Unknown,5,6,2
252618,F,D,Secondary,500,Unknown,3,0,2
207737,F,D,Advanced Degree,2000,Low Risk,6,2,4
1870290,M,D,Secondary,7500,High Risk,3,5,2
562669,F,U,4 yr Degree,7500,Good,2,3,0
953131,F,U,Unknown,3000,High Risk,4,0,5
653783,M,W,Secondary,3500,Good,4,1,2
701739,F,W,Primary,1000,Good,4,2,5
1654485,M,S,Advanced Degree,6000,Unknown,3,4,3
1094255,F,M,Secondary,1500,Unknown,5,3,2
761659,M,D,2 yr Degree,2500,Good,2,3,5
1649027,F,M,Unknown,7500,High Risk,6,3,3
1662083,M,M,College,2500,High Risk,1,6,2
972333,F,D,Secondary,2500,Good,4,4,5
772560,F,S,Secondary,7500,Unknown,4,3,1
1359142,M,W,4 yr Degree,8500,Good,5,5,3
229442,M,W,Secondary,1000,Unknown,3,0,4
534306,F,W,2 yr Degree,3000,High Risk,0,0,4
1516364,F,D,Unknown,1000,Good,4,0,5
805798,M,D,Advanced Degree,9000,High Risk,4,1,6
1397653,M,S,4 yr Degree,9000,High Risk,0,1,2
1730897,M,U,Advanced Degree,10000,Low Risk,3,1,0
402169,M,D,4 yr Degree,9000,High Risk,6,0,4
357814,F,W,Unknown,3000,Unknown,5,1,5
1393655,F,S,Secondary,5000,Unknown,6,6,0
1566496,F,D,4 yr Degree,9000,Good,6,1,2
41430,M,U,College,4000,Unknown,4,3,4
172312,M,D,Secondary,3000,Good,4,2,1
1908716,F,D,College,8000,Low Risk,3,0,1
1110728,M,S,Secondary,8500,Good,2,0,0
1730143,F,S,2 yr Degree,500,Unknown,3,6,6
1076990,M,U,Secondary,6500,Unknown,1,2,0
1871498,M,M,Advanced Degree,5000,Good,1,6,0
642013,M,M,Advanced Degree,4500,Good,1,3,1
772120,M,D,Advanced Degree,8500,Unknown,4,5,2
994101,M,D,College,5000,Good,6,5,2
960206,M,S,Advanced Degree,500,Low Risk,3,5,0
1730897,F,U,2 yr Degree,1000,Low Risk,4,4,6
1654485,M,W,Secondary,7500,Good,0,6,2
1905260,F,D,Unknown,8500,Unknown,3,3,5
895348,F,W,4 yr Degree,2500,Good,3,4,4
1865266,F,M,2 yr Degree,5000,Good,6,0,1
1043514,M,M,Secondary,2000,Low Risk,4,4,4
1420251,F,M,Unknown,1000,High Risk,5,3,5
308867,F,M,Advanced Degree,4000,Low Risk,4,4,2
1156268,F,D,Unknown,4000,Low Risk,4,2,6
1589127,M,W,Unknown,6500,Unknown,0,3,5
232087,M,D,2 yr Degree,4500,Low Risk,4,2,6
1547002,M,M,Advanced Degree,8000,High Risk,4,2,6
1201132,M,D,4 yr Degree,9000,Low Risk,4,1,2
1467550,M,D,Unknown,9500,Unknown,1,1,5
198639,M,D,Secondary,500,High Risk,4,0,4
454193,M,S,Secondary,9000,High Risk,3,1,2
1631186,M,M,Secondary,8500,Unknown,3,3,2
1519225,M,U,Secondary,8500,Unknown,3,0,2
1214920,F,M,Unknown,4000,Unknown,6,1,5
1331588,F,D,Secondary,5500,Low Risk,5,3,6
915080,F,M,Unknown,6500,High Risk,3,2,2
1331177,F,S,Primary,500,High Risk,3,4,5
1734215,M,M,Secondary,9000,High Risk,4,2,5
436169,F,U,Primary,6000,Good,3,4,2
1696063,F,M,Secondary,9000,Low Risk,4,4,6
246451,M,S,Secondary,2500,High Risk,1,4,1
19396,M,D,Unknown,8500,High Risk,5,3,4
179054,F,D,Unknown,9000,Unknown,6,2,3
1389089,F,U,Unknown,9500,Low Risk,1,4,5
1052050,F,D,College,1500,Good,2,0,2
1912063,M,D,Secondary,9000,High Risk,3,3,2
1832029,M,D,Secondary,8500,Unknown,3,0,6
599034,M,D,Secondary,9000,High Risk,2,4,4
1017185,F,D,Unknown,9500,Low Risk,4,3,6
1564386,M,S,4 yr Degree,6000,Unknown,0,5,2
308867,M,D,Secondary,8500,Low Risk,2,5,2
25455,M,M,Secondary,500,Unknown,1,1,6
179896,M,U,Unknown,7500,Good,4,5,4
403883,M,D,Unknown,2000,High Risk,5,3,2
54584,M,W,Secondary,5000,Low Risk,0,6,2
1908716,M,S,Primary,6000,High Risk,1,0,2
303890,M,D,4 yr Degree,8500,High Risk,0,5,6
1508268,M,U,4 yr Degree,8500,Unknown,3,5,0
548344,M,S,4 yr Degree,4000,Low Risk,3,2,2
336958,F,M,4 yr Degree,5500,Good,3,0,4
582972,M,S,4 yr Degree,7000,Good,6,6,3
1672207,M,U,Secondary,5000,High Risk,4,6,4
1073828,F,S,Unknown,2000,Unknown,5,3,5
103285,M,U,Unknown,9000,High Risk,1,1,3
1848158,F,U,College,3000,Good,0,4,5
1214920,M,D,Secondary,1000,Good,0,2,2
1424321,F,D,Advanced Degree,5500,High Risk,3,5,4
1611198,M,D,Secondary,8000,Low Risk,4,6,2
643243,M,S,Advanced Degree,5000,High Risk,3,2,4
178069,F,D,Secondary,8000,Unknown,3,4,0
1500832,F,S,Secondary,9500,Unknown,5,6,5
1437334,M,M,Secondary,500,Good,4,3,4
854239,M,M,Primary,8500,Good,0,2,1
1439696,M,D,Advanced Degree,9000,Low Risk,0,3,6
147906,M,W,Primary,500,Good,0,4,6
1452181,M,W,Advanced Degree,3000,Good,3,1,4
783693,F,W,4 yr Degree,5500,Low Risk,4,6,4
1467550,M,W,Advanced Degree,2500,Unknown,4,1,6
1246465,M,M,Unknown,1500,Unknown,5,2,2
94771,F,D,4 yr Degree,5500,Unknown,0,2,5
938747,M,M,Unknown,6500,Unknown,4,4,3
628931,M,D,4 yr Degree,9000,High Risk,6,0,1
1188003,M,W,Primary,6500,Unknown,0,2,4
712139,F,D,2 yr Degree,8500,Unknown,4,6,2
863354,M,D,Advanced Degree,7500,Good,4,5,6
1045333,M,W,Primary,7000,Good,1,2,5
724985,M,D,Secondary,1500,Good,5,4,1
576675,F,D,Secondary,5000,Good,4,6,4
105224,F,S,Unknown,2500,High Risk,0,2,5
1487059,F,M,Primary,3000,Good,0,1,5
953283,M,D,Secondary,4000,Unknown,1,6,4
1225107,M,U,Unknown,8500,High Risk,6,4,0
1555756,F,D,4 yr Degree,1500,Low Risk,1,1,0
1497236,M,M,Secondary,500,High Risk,4,1,4
1198573,M,U,Secondary,6500,Good,0,3,6
1232158,M,D,Secondary,9000,High Risk,0,2,2
1149178,M,D,Advanced Degree,7000,Low Risk,3,5,2
534306,M,M,Unknown,4000,Unknown,0,0,4
694778,M,M,4 yr Degree,9500,Unknown,0,2,3
532167,F,U,2 yr Degree,2500,Unknown,4,5,1
787369,M,D,Primary,2000,Good,6,5,0
1005974,M,M,2 yr Degree,1000,Good,4,3,6
137845,F,D,Unknown,9000,High Risk,0,1,2
688270,M,U,Unknown,6500,Unknown,0,3,5
1292974,F,D,4 yr Degree,9000,Unknown,5,3,4
1149162,F,W,4 yr Degree,1500,Low Risk,4,6,6
575164,M,D,Secondary,2500,High Risk,0,2,4
1054243,M,D,Secondary,5000,Unknown,5,1,6
1192974,M,D,Primary,500,Low Risk,3,6,6
1675101,M,S,Secondary,8500,Good,0,5,3
1011410,M,M,Advanced Degree,3500,Good,4,1,4
693260,F,S,Unknown,9000,High Risk,4,2,2
1638191,M,M,4 yr Degree,9000,High Risk,2,0,4
679571,M,D,Secondary,9000,High Risk,4,1,2
394405,M,M,Primary,8500,Unknown,3,0,4
1782619,M,W,4 yr Degree,5500,Low Risk,0,5,1
774445,M,M,4 yr Degree,9500,High Risk,4,0,6
610758,F,W,2 yr Degree,6500,High Risk,4,5,6
1437334,M,M,Secondary,5000,Low Risk,3,6,1
1479488,M,U,Secondary,3000,Good,6,3,2
436169,M,M,Unknown,6500,Unknown,4,2,2
1188003,M,D,2 yr Degree,8000,Good,3,2,2
206194,M,W,Advanced Degree,5500,Good,1,5,2
801037,M,M,Primary,6500,Good,4,0,6
34738,M,D,Advanced Degree,4500,Unknown,4,2,6
1389089,M,S,Secondary,5000,Unknown,3,1,4
449934,F,D,Unknown,8500,Low Risk,0,6,3
1118236,F,M,Advanced Degree,2500,Low Risk,0,0,5
1766549,M,M,4 yr Degree,7000,Good,1,2,2
1886239,M,M,Secondary,7500,Good,4,2,3
1302282,M,M,Secondary,4000,High Risk,0,3,5
1149178,F,D,Advanced Degree,9500,Low Risk,6,6,1
1164178,M,S,Advanced Degree,9000,Unknown,3,1,2
1368496,M,D,Secondary,5000,Unknown,4,6,0
713224,M,D,Secondary,7500,Unknown,1,4,2
1052780,F,D,4 yr Degree,9000,High Risk,1,2,2
1714824,M,M,Advanced Degree,5500,Good,2,2,4
945098,F,S,Secondary,8500,High Risk,4,1,4
909913,F,S,Advanced Degree,6000,Low Risk,3,1,6
455745,F,U,4 yr Degree,6000,Low Risk,3,0,6
1727278,M,D,Advanced Degree,9000,Unknown,4,3,2
1860567,M,S,Secondary,1000,Low Risk,3,3,6
293460,M,U,Unknown,5500,High Risk,3,1,2
754254,M,M,Secondary,4000,Good,2,6,4
1883976,M,D,Secondary,7500,Good,4,1,2
543664,F,D,4 yr Degree,4000,Low Risk,4,0,4
908180,M,S,4 yr Degree,9000,Unknown,3,0,4
957327,M,U,Secondary,3000,Unknown,3,0,3
38462,F,S,Advanced Degree,8000,Low Risk,5,3,2
975201,F,D,Secondary,8000,High Risk,3,3,6
179896,M,S,Primary,5500,High Risk,3,4,4
220867,F,W,Unknown,8500,Unknown,2,3,5
774098,M,S,Primary,2500,Unknown,4,5,3
1453874,M,D,Secondary,5000,High Risk,3,5,6
481322,F,S,Primary,8000,Unknown,4,1,5
1880028,M,S,Advanced Degree,500,Unknown,3,3,4
1043514,M,U,Secondary,7500,Unknown,0,1,4
1165456,M,M,Secondary,7500,Unknown,3,2,1
103196,M,M,Secondary,6000,Unknown,3,1,5
686876,F,D,Advanced Degree,9000,High Risk,3,3,3
1388292,M,M,Primary,4000,Unknown,3,4,2
1085385,M,D,Advanced Degree,9000,Unknown,4,0,5
916091,M,D,Secondary,6500,High Risk,4,6,4
877309,M,U,College,8000,High Risk,4,4,2
783693,F,M,Advanced Degree,3000,High Risk,5,0,4
724985,M,D,Secondary,3000,High Risk,0,5,3
422790,F,S,Unknown,1500,High Risk,0,3,5
1698481,M,M,4 yr Degree,5500,Unknown,3,3,6
963683,F,M,Unknown,9000,Low Risk,0,2,2
549129,M,D,Secondary,1500,Unknown,3,1,3
237809,F,W,Advanced Degree,6500,Good,4,0,4
209513,M,S,Secondary,5000,Unknown,6,1,2
350051,F,D,Secondary,3000,High Risk,2,3,5
1564386,M,D,Advanced Degree,6500,Good,1,5,2
1606338,M,W,2 yr Degree,7500,Good,3,3,3
772979,M,D,Unknown,5500,Unknown,3,1,2
73956,M,W,Secondary,9500,Unknown,3,3,2
774445,M,M,Advanced Degree,9500,Good,4,3,3
1808756,M,S,College,7000,Good,1,5,0
1107420,F,U,Secondary,10000,Unknown,4,4,2
1713792,M,U,2 yr Degree,2500,Low Risk,0,2,1
468680,M,D,Secondary,2000,Good,5,5,4
737860,F,D,Unknown,1000,High Risk,4,3,5
1439696,M,D,Unknown,2000,Unknown,2,0,4
762641,M,D,Advanced Degree,5000,Unknown,4,1,2
1295716,M,D,2 yr Degree,2500,Good,1,2,3
224283,F,S,Primary,9000,High Risk,3,2,4
483453,M,U,Unknown,8500,Good,6,2,0
208879,M,W,Unknown,9000,Good,5,2,4
1077173,F,M,Primary,4000,Low Risk,4,5,4
147263,F,W,Secondary,2000,Good,5,5,2
44068,M,D,Secondary,1000,Good,4,1,0
1148981,M,D,Advanced Degree,7500,Low Risk,4,5,1
237112,M,S,Secondary,8000,Good,3,4,4
1183426,M,U,Advanced Degree,9000,Low Risk,3,4,2
450862,M,D,4 yr Degree,4000,Low Risk,2,5,4
456935,M,M,Secondary,9000,Good,3,6,4
1030943,M,D,2 yr Degree,3000,Unknown,3,3,2
1176206,M,D,4 yr Degree,500,Unknown,4,3,6
1089542,M,D,Advanced Degree,9000,Unknown,0,1,2
1476894,M,U,Advanced Degree,1000,Good,0,1,6
107391,M,S,Unknown,10000,Low Risk,3,1,6
1848158,M,U,Primary,7500,Low Risk,3,1,6
630669,M,M,Advanced Degree,3000,Good,0,0,0
720842,F,S,Unknown,4500,Unknown,4,3,5
1060742,M,D,Secondary,7000,High Risk,4,4,4
426412,M,M,College,10000,Good,4,2,4
1077173,M,S,Primary,8500,High Risk,4,2,1
507806,F,U,Advanced Degree,3500,Unknown,2,3,2
662191,M,D,2 yr Degree,9000,High Risk,5,5,2
701739,M,M,Advanced Degree,4000,Good,6,6,6
772979,M,M,Advanced Degree,8000,Unknown,3,4,6
488927,F,S,2 yr Degree,10000,High Risk,0,2,5
1138681,M,M,Advanced Degree,5000,High Risk,3,5,6
1072786,M,D,4 yr Degree,500,Good,2,1,4
121506,M,D,Advanced Degree,9000,Unknown,0,1,2
860048,M,U,Secondary,3000,Low Risk,3,5,2
257773,M,S,Primary,7500,Good,5,5,2
642013,M,U,College,1000,Good,4,4,4
1192974,M,D,4 yr Degree,9000,Unknown,3,2,6
1110728,M,U,4 yr Degree,5500,Unknown,3,1,3
600184,M,U,Secondary,4500,Good,4,2,5
887566,M,U,4 yr Degree,7000,Good,3,3,0
587271,M,S,Unknown,4500,High Risk,4,5,3
754254,F,W,Advanced Degree,9500,High Risk,2,3,5
1681198,M,U,4 yr Degree,500,Unknown,4,2,6
1637732,M,M,4 yr Degree,7500,Low Risk,5,0,4
1056413,F,D,Primary,3500,Low Risk,6,3,2
1214920,M,D,Primary,2000,Unknown,4,3,2
103196,M,M,Secondary,4500,Unknown,4,2,6
32339,M,D,4 yr Degree,8500,Good,3,5,2
456935,F,S,Unknown,2500,Unknown,2,3,5
534306,F,M,Secondary,2000,High Risk,4,1,2
141767,M,D,Advanced Degree,4000,Good,5,1,3
1660439,F,M,Primary,8500,Unknown,3,3,2
246451,M,D,4 yr Degree,4500,Good,6,0,6
1730897,M,M,Advanced Degree,6500,Unknown,1,1,1
1696063,F,S,Unknown,8500,High Risk,4,3,5
1360545,M,M,Secondary,8000,High Risk,3,3,6
273745,M,D,Secondary,7500,High Risk,6,0,0
94146,M,D,Unknown,1000,Good,4,2,4
1757672,F,S,Unknown,1000,Unknown,2,2,5
1140741,M,D,Secondary,1500,Good,0,6,0
1547002,M,D,Advanced Degree,2500,High Risk,4,5,3
103285,M,M,Primary,6500,Unknown,5,0,6
1905949,F,D,College,3000,High Risk,4,2,2
1369944,M,D,4 yr Degree,4000,Low Risk,4,5,2
1606862,M,D,4 yr Degree,5500,Low Risk,0,5,4
772979,M,M,2 yr Degree,6500,Unknown,5,2,5
190832,M,M,4 yr Degree,4000,High Risk,1,2,4
575164,F,D,Primary,7000,Unknown,6,1,0
1437277,F,S,Secondary,5000,Good,0,3,5
1662083,M,S,Advanced Degree,4500,Good,4,2,3
1820820,M,D,Secondary,9000,Unknown,0,3,4
1214920,M,M,Unknown,8500,Good,2,1,5
805147,M,S,4 yr Degree,6500,Good,4,5,3
57287,M,D,Advanced Degree,6000,Good,4,5,4
848814,F,M,Secondary,8500,Unknown,3,4,3
1385305,F,W,Primary,1000,High Risk,1,1,5
454193,F,D,Unknown,6500,High Risk,1,1,5
1110728,M,S,Secondary,9000,High Risk,3,1,6
1906277,M,S,Primary,1000,Good,0,3,2
1137928,M,W,4 yr Degree,500,Good,4,1,6
1805491,M,D,Advanced Degree,500,Unknown,2,4,1
41482,M,M,Secondary,7000,High Risk,2,2,2
783255,F,S,Unknown,8000,Unknown,0,3,5
1506202,M,M,Advanced Degree,8000,Good,4,1,1
1569006,M,U,4 yr Degree,4000,Good,0,4,6
1439696,F,S,Unknown,500,Good,5,1,2
1152963,M,M,Unknown,4500,Low Risk,2,0,6
305160,M,D,Secondary,3500,Good,0,1,3
1332305,M,U,4 yr Degree,10000,Unknown,3,1,6
379463,M,U,2 yr Degree,3000,Unknown,4,2,4
1532450,M,S,Advanced Degree,5500,Good,3,0,0
1506202,F,U,College,3000,Low Risk,5,5,4
35977,M,U,College,500,Good,3,1,6
1665477,F,M,Unknown,3000,Unknown,4,3,5
1278225,M,D,Secondary,9000,High Risk,4,2,2
707609,F,S,Unknown,9500,High Risk,4,3,4
54584,M,D,Primary,3000,Good,4,6,0
1648336,F,M,Advanced Degree,6000,Unknown,3,1,1
547393,F,D,Secondary,4000,Good,4,3,0
958429,M,D,College,9000,High Risk,3,3,2
1750480,F,U,Unknown,2500,High Risk,0,1,5
602331,M,M,4 yr Degree,9000,Unknown,4,2,2
1045337,F,U,Primary,6500,Low Risk,0,6,5
1546428,M,D,Secondary,500,Unknown,4,1,0
1231204,M,S,Advanced Degree,8500,High Risk,4,3,4
1118236,F,D,Secondary,3500,Unknown,1,0,6
998899,M,D,Advanced Degree,9000,Low Risk,1,1,2
1246465,M,D,Secondary,4500,Unknown,4,5,4
713528,F,D,Secondary,3000,High Risk,4,6,6
1883976,M,M,4 yr Degree,9000,High Risk,0,3,4
1205001,M,W,Advanced Degree,500,Good,4,1,6
663341,M,S,4 yr Degree,9000,Good,6,0,2
1477644,F,U,College,3500,Unknown,3,4,2
1607440,M,D,Advanced Degree,7500,Unknown,3,1,1
534306,M,S,Advanced Degree,9000,Unknown,4,1,2
32470,M,D,Advanced Degree,2500,Good,4,2,3
1176206,F,D,2 yr Degree,6500,Good,1,1,5
1077173,M,D,Secondary,500,Good,1,1,1
618803,M,D,2 yr Degree,6500,Unknown,5,4,4
220867,F,S,2 yr Degree,10000,Unknown,4,3,5
1719164,M,D,Secondary,500,Good,3,1,0
1554953,M,D,Primary,500,Good,2,5,4
1297228,M,D,Secondary,9000,High Risk,5,4,3
436467,M,D,4 yr Degree,5000,Good,4,5,1
369557,M,D,Secondary,6500,Unknown,6,1,6
1695660,F,M,Advanced Degree,1000,High Risk,5,0,4
548344,M,M,College,6500,Low Risk,5,0,4
88942,M,S,College,6000,Low Risk,3,1,4
1177681,M,S,Primary,4500,Good,3,5,2
572477,M,M,Advanced Degree,7500,Good,3,1,0
237731,M,U,Primary,9000,High Risk,6,4,1
1242396,F,D,Secondary,2000,High Risk,3,2,2
704951,M,M,Unknown,8500,Low Risk,3,2,4
1052541,F,U,Secondary,500,Low Risk,4,6,4
190832,M,M,Advanced Degree,1000,High Risk,3,3,6
777271,F,S,2 yr Degree,4000,Good,4,1,6
