951203449,V'AvLYcYBAf"AdEQ,,,,Uuih],1365333261,1506638904,8vMq4&M,JlT-2 AlKel,657747273,Unknown,qo(K] cZSZo'ie|'E.JHWuZGUs; No9V9uft suLstan,LVn3h]VRZ8ez,985758672,Ub6]0wJ,1.0,U4ZrTJn,~",3rB,Stye@G,,,WnlFis5-&n CKun#T,TN,~hj7},a6Ite2 Et^Uf_,9.2983763E8,6.066304E8
966765871,AAA{AzAAsAA78AAA,V9SkX0E)dZ,,,ouA:t,1056941567,586208921,8'M%4}6,/immynAllEe,859602162,U}@_o?n,,QRX!y TA*p7s,1132434462,Unxqown,615464679,RAbYoJq,32,%r|,oUrerC,Su.teC220,M0dway,Will+amuon!Co#nty,TN,31904,United States,1.22027968E9,1.90785434E9
2091170647,AQAda-#AB3AAA!eA,l*yf-0D)T3,,,SzMht,1239405755,1453376890,fA}/4PX,Jim.y Vqlqh,559733339,Knknopn,)steC T>onHt /qgaQZ -upilsO po d\G?b>F!b$t:n,RIydy\baK0e1,1966405464,C.kV7xm,,UnkVo}=,32,3RG,JhZnRm,Suit7?220,)i%_ay,WiUliam\yn qoun&y,T7,c1E<t,b>neem|Sta_cs,2.0835223E9,1.01172634E9
1056567080,AAAAaAAQcA"f"AMA,A99#]0a-vX,,,NubBt,1709542380,1790562529,EA/-4PM,%dm"yKAllkL,1221962101,}>k0own,N1tgs caPn^4 e2gage pKFil|.m(oqdauGtF?`msfar,RaRdy 58j|;z,1671087515,Unk>o|l,597242143,CdR)i=n,32,3r<,StMeex,3]c0en!d0,M"dway,a_llinmsop Cou]tD,px,3v90z,,,8.1151386E8
1395140924,,7Um7[1r-58,,,o3g<t,1757574618,1849995458,8yMgQP=,vimm`fAzlej,1216654401,Un[sowA,NojN2$cagnot szgaRelp&pil$PaDo djuniU?>8s;2n,masdy Vald=z,871518612,~lryo#",626626245,g!vn]wn,32,3)n,1/aOa5,SR4teF2F[,M_d9(u,=i=rN;mwow Cou#ty,Ty,b1yw4,U<it.N+dSaXes,7.623657E8,1.77304333E9
246231570,AA@AAA3ABsa~AAAX,1997-0ST13,,,ouQ/t,166630058,1618002419,eAM-k>M,Jimmx AllLn,1161952450,UnogowK,Not61 cannotxe7gagv p!p'lDDxNi vaT?tls~Mg{as,8HnE. Vafdez,2017681197,Un{yow!,657500399,,32,3jd,SRr@6M,Muu$wN2'n,V$dZ+.,WT!lssEsov s+uKty,Tw,FQ90X,U@ie#d StJVeq,1.36774797E9,1.72784576E8
384316022,ABkAVvsAB+e:)0<A,19>o-03G;V,,,oqHht,1581921471,770533379,8AM-4}_,TTTmIR:r{fw,,Unknown,-otes6can5^tWe3g>g;WAu$ils. Noy)=ub?`s(/8v{@,R0-dy Vlldez,154112273,UnknAwn,1723137179,onk]:B',3e,4rd,Street,=*vtX 220,Midwa+,WdYl~a(+O3k(fqnty,TN,3190O,e=i2rd Dtates,2.07271949E9,1.01496442E9
1638973455,rAAAAVAxBAAAA0AA,/99%XVm-_3,,,ougjt,1652716655,914285841,8AM-4PM,ZimmJ(mclOn,641417342,U=knowe,uzt$s c+hnVA ecgageqpupalG. 5ordox4tgRubRRx/,~aE"CMValdez,609307441,,733981567,A#dnowE,3d,<rd,/tCeet,S{wte%220,gi+w^^,`ill(:vsoA "ount:,AN,3190:,Utvz/dWStaW"s,1.15493235E9,
458928434,m"A\+A-c:);AAAAA,19J7-0/Br^,,,ougrR,228980426,1147996400,8/$<VPS,Jim<yi"B<en,1762781205,fG:n<Xn,"oveT cmITlt9encagB {uDils."ND dolb^ )]bltan,Rand} ;alde~,1.0,CEk<2+g,1675109976,UvknoD<,32,jr{,St@ee~,Suile{2S0,%4dwaf,WilDi4uson ^i(nvm,#N,Sa60~,+4ifxd%Rtat7Z,1.82241434E9,1.88035744E8
1112371986,{A'>A~AABAWAAAli,15.j-M{sPf,,,o~gAd,1541491623,60272942,$Ak-V=M,Jimmy x_1e4,232221572,Mr.n%wn,Notes1csAv3t'engzge|c$2ilo.bbo%HX5bt[m!XsiaN,h(n^}xVwld0$,1445518104,on^n1zn,1473034496,U%pnown,32,3rO,)tre[t,Sfihe).W0,MnwwWy,NilQiamsin 8+5nSy,PN,31904,Pn?K%d>XtyIes,4.10651008E8,1.99960832E9
103440082,(AAAr*AM;A:gNNAt,>9^k}>`-_),,,kq0<t,,1228039986,qAz-4SG,JYm`y AylV_,,U!Pnosn,yoRes|t<ng\t\engdg:Rp-L]ws. NokdV}b2 suDstan,{JnCy B%FdTz,1361646930,@^'noon,1568493744,UrkvoWn,32,or5,Streem,SZ#te>2Il,Mo]v=y,DAlldamson @ouAty,HY,%}W04,UMLte^ ?tates,5.5970214E8,1.89707213E9
328756673,AAAAAAAABAAAAAAA,P9F%-0kX1X,,,pught,1241529237,1641968584,8*9P4Pa,Jymu!|flV"E,1098747205,,NWtes~c]>a`t5enw*#8 pZpl%s.|No`dKutpIs9]7ean,RaD`yHVA'`kD,1127245075,snkno&{,116130070,Unk!OwF,3\,3FH,SbL=RC,Su[be(2yp,MiFwby,Wil7iamso>P{gun"y,r*,f1>r3,Ynit1dWSsa'e8,5.9414336E8,1.42367885E9
1403543490,A#AApAtA'K1lA$XU,1|Y7-0[-13,,,xu=hi,203978486,1708162514,8AM-mPW,JigmsEA~lcn,1785656892,TDknow+,h0t\\ Y_n{oQ ony=Xe )uRi^K;KNl }okX+XLTbstaK,^nVJ7 VRloWz,725073279,Ln@$tWn,942489410,r%Ecown,32,3"d,Stre@t,SMiG] j20,"'hw>C,Will!a(o0n +Xuwt-,(L,3|9;4,UnMtCd#S%**es,1.66732877E9,1.34734502E9
141309306,AA$AA)AABAAAOAAZ,W~97G03-1#,,,ougpv,1586135501,,JNLO4Pa,&7mmy <plC$,1840725455,UnHnoy',@1tYsrTah~otsT4gY$\:UkJJtc.:N%ndoSbGps)bAra7,5a0dyA'alQQd,981528531,*n`n1fn,23810514,U]knHO\,q2,3-d,Stb7nt,SMR]k|220,,3ifGbEmUon Cousty,OK,31904,oni2=dx`c*teE,1.41159898E9,1.77094093E9
270681321,EsAfHAAGBwAA]:)c,9h9|-0L-13,,,ouaht,277880779,632582603,8AM-K]M,Jitty 5l#=n,1369318265,UYzlsw',ahte5YLrenoF WngWs6!"uoi+s.I<P d?uHk 8.bItsn,6knk=DQQYArz,1908416660,R?H5_$n,27631313,Gns[`wn,3",,SGre+t,Uuuteo22O,\iLoay,WillG9m"6n C}umty,Ty,3hT0m,UtDt+d etaQe`,3.65059424E8,4.47765536E8
2087945064,>1PoAAAHr3gq*AAj,1K`3HW3s1o,,,=u?ht,,906697073,|tze4PM,@i;m[ ilkBn,1233164776,NsyOoxn,Not0~ }Xnns`xe*Vage #upils1 Nosjou2c vu8uta;,R?ndVn;oldez,1.0,zYWn{O[,,U@"no+/,KW,3Ld,S2r.Ut,S^1te 220,MiNjay,enlliam-on C2unt&,TP,31904,n8it}>tSta$xb,1.98600666E9,
1206943747,2VAAAn=hB/S!A|(A,19g7-0a-13,,,ou!mt,2005685055,676834072,^5M;4.O,@x1myf_(Own,2027543370,Un1mow*,{~te7~cannw0{cnga-e pupuWG.BN# {oubt $KbsEan,RandyM]a*de.,1660850789,{nknown,336675538,2nkn[wn,3/,,=_4eet,S.iB76:28,Mn?way,.Qll`GBAZn%CoumKy,,3nV14,Unihed 3t./eM,9.2168032E8,1.56450528E8
1.0,!AAHAB+1MAA`A5LB,"z'M->3-X3,,,o<gh%,1677994318,2092731823,8g?n4P9,WimAy YPjen,957248597,ynkQoKn,Notes cannot engage pupils. No doubt substan,$indyWVald6V,158856956,%n+nown,430782941,Unk>rwn,3{,3rd,Str]yA,<u#]^>U20,r@^Hay,Ri8.iymlonHVY7ntc,TN,vS9F#,rn}tedFRdL(et,1.77494976E9,4.35760992E8
1077298396,K!AAASAAHAAavAA:,,,,iu+.x,1047111959,2072972308,5:t-4PM,J]mmy AlleQ,1424971739,Upkn|w(,M"mbs 3anRotnVECaYXcpuW7lam ko jour~EduVEttX,RaG6y (bld@],2010685849,ECkno<n,1863672093,!zkn>}n,!2,3rd,yt$e96,ruitWh%[0,Mi(}B3,rG#l|amsbm C9un5d,a/,3i"0},Mni6edSSta/e1,1.32473818E9,3.54581952E8
67759036,AAAAAAAABAAAAAAA,19t7G03?1.,,,z\[wt,137383584,497923362,MSDRcPM,JiWmy Zr@c*,727763723,Un);qBn,,tCGoy}0-ldL@,801635272,*nJnoH0,2144734315,U}k7own,35,3rd,&t4e1t,OEitE (20,M)1waI,W(llJCZ\;n |"un'y,^?,3>9i4,URit:n lrat-s,7.2150502E8,1.98182451E9
1073619349,,197bP03-AM,,,,1494808824,1200405422,qAMu4P>,Jimmy AlleN,114567438,M?knrwn,,[:nnyDVal&ez,610808092,,1.0,*<k*owR,j2,3rd,vqreLt,S+Lt(d220,MidwKy,MillrmNso_iCMEztK,HN,W13j4,3nit|"MW1at:s,2.02037184E9,1.54323994E9
876707750,|AAAnJXABG!3ZAAA,,,,ouoht,1062736946,37555678,8AMI4P|,CFJmy/AllfW,2012043299,3Ekn!NC,1o<9O Ni/n|+ e{gage pu'ils. No /}3b+ sFbVn5n,Mandy tS0dex,28856588,OK?qRwO,1078399155,UnCnoDA,b=,\3",1t}heC,SZitt}2?0,:id80_,sp0hl}3shzz|Eunmy,T/,5j9S4,Znise4USt>t][,1.2522345E9,6.9882048E7
1905955323,IgAwAMAABBRAsAA`,8aI7-]'-13,,,opghM,471244231,631329061,8%M-4P:,J0mIy Alken,1611060018,Unieowe,+rae4=R!nnoa</ngrg5 nugJlsI Zu dCX;t|s@zsman,{aydtaETlP+m,1681353864,cnkV\<n,1199785123,Ni]no?A,32,3`d,1+k}[t,b)ntei_>0,V8d&a],+ilqismso| Cou)ML,,,inztedB%ka?Cs,3.2367712E8,1.91948877E9
1579028477,A;AAHAHA?O;AKAA3,fdur+03-C3,,,od)6t,1541547873,502827388,!kP-]PM,LLmm)sAlztn,1344807922,Unks~3[,:FtPs2Da0FSt!I"g1g%2pcr=lK| Noo@oPbt ?ubsHan,oy6d1 Vawd<v,208840268,wnkKown,1659243399,ZnkZoa+,=2,3Id,St+j`+,Ssite U20,22xw;y,WZlliamZonWCo!tty,T.,-19;4,5ni5edtntN-e;,2.23131152E8,6.1825568E8
1930091283,AAUxAAA&J<>ANA<r,,,,jug*Y,1428144649,291400791,eAM-4QU,Jim[S3AnBed,,}.kncpn,.et^s c5nnyl3J!gageX`5v&~s. Ne doH3tys7bstan,'andy Va7Mer,512431621,I:k#{?B,1154121493,7n^nowb,3),Mrd,S3mLkt,`oiU-TT2O,h4dway,WVpliams[n C\unc4,*N,W1i@4,U_it{4[Srkt~s,7.4281018E8,6.5533741E8
696078912,AxAULZ0ABAgAAl#A,15FsTR3-~3,,,out~t,371184565,1547386156,ceM-4PM,:NmdO Al&eq,1197907760,UsF[own,totr_[can1EB8s9gag'DyT^ils.#N@8douUI~sX2st:G,RPnd# ua~\e1,584286656,UnkN|wn,1333370466,2ckOQw9,32,,SNdeet,S[yPZ @20,s(pkep,Wil5saQrx@&houE8y,tN,N19%4,U_iZe-5St-qes,1.15272384E9,1.07586061E9
1316266681,MpACA)AvBA_xQP[c,wn$P2+3NN3,,,ought,744990934,466365196,8iMg4<f,Q}L#7oklbe%,1508648899,KnknIBn,'Ytes9Okn78t engxge =~pils.@{4 dhu:.)mObRt]n,gandy8!P0MQm,944663554,e|twown,1516842765,0nknowC,LW,U;>,A/re~E,<7itev22E,,WRAlia<so[mCsCOt!,TN,3D9N4,pGKtey{Sy!P"s,9.9516499E8,3.89924192E8
665770869,AAgZAlAA`A$AAW4A,199o-03-a3,,,tuehd,1274875431,736824118,mA?r4nM,oigmqrdXleb,1745300710,E;VIWa2,p9tAs7ean9oT engk.e buqVlre No)Jo@bt sHms.an,Rannh-Vt}deG,25741640,Unfnown,295395317,znkMlKn,pp,9rd,Street,Sutte y60,Mid&s|,gil(*>mson7CountB,,31Q#4,6nikel&St%tes,9.1167848E7,5.12786368E8
2072055577,4AJ=J|AzB{ZA;]"s,@L92M`$T13,,,~uS78,2057440952,1665010242,8AM-4Xj,gidm)64ll7z,1910996763,6nAnZ43,NIb`s XG;=o58FnX7}e pe$j6s7N5o+7oh@M sIbFaaF,R?QdyG|Wldkz,1746000339,Unk6o[n,1526846008,,3v,3rd,SQ<l"t,Suitq (20,u_dw]B,W"lli)ksoa PFunty,TN,QO@04,Uh+4et 8##tUs,2.49249024E8,1.81771533E9
1411953834,/AA?AgAArTAAtAAA,>s9e>03-?3,,,qughB,1135626613,2090869720,uAMI+PM,J>mm6/iale~,809371271,Q/kn=Y2,>ocNvJ}annotyeVg'=eupbV#l;x Wo douLtOsuAst1n,gSndN`V<7=ey,1873066288,Unknown,69231367,UnkWow},Y%,RR`,Stre*t,/}iSSDa20,xXdway,H-lliamsbn Cyunty,TN,<190-,"pi;$O0S(:&e~,1.94355712E9,1.49587008E9
1637128424,d#AAewHrBzjCaA!A,N9C7maf-s=,,,Du6ht,1295902072,1048862306,8Al-4WM,Kimq4G6llnX,1070081123,Un.no\",)t%esdoa_Eo8 Zn'M5e pGpxl)sCNI guuba0u0gstln,%aK7{ V%!dVz,1794880952,4nWAtwz,825780306,MWkS8=n,/2,oQJ,[n@)%g,{uiSe >2b,Mfdwa-,Wi-l>Nm\pnFCoun(y,,31#04,/?rg09 S-atet,1.31670605E9,2.0783968E8
575675539,MAAAqAlj7AoAAA?A,g9D7-03-$3,,,Acght,228566554,1947476389,8Ad-47i,JimRs`AlreY,363228552,q-know@,No8e6Eca$not 7Lgy\S MufiYs.iN\vdo8zk s>bs\an,|aBdyl$ylfej,944253071,KVkqZw+,1.0,U={n\we,,3r%,Street,Suite o00,MV|wa5,t-lnia3?yngCounty,bO,31TN4,l=5mHd St[tQs,4.53259424E8,
1891529816,AA;~ALAABA(AA+DA,,,,ougy-,683730268,1759573356,8A_-4PV,Jimzy_Zlle+,7.0,Un;nowJ,qotRq cTxnE}H\FHaXe#pu)ils. NC d`u*mksQbstan,RBndyLVa2:Zz,1310088931,UnknoG>,2041655904,UnkKzbn,32,3rd,M<reec,S0WHD :k0,*ij~ay,2;blE3Xsor C"unt~,TN,318]4,United States,1.77335091E9,1.55007206E9
736015632,rT=AAu>ABAvR(bA%,18r7-0|-P3,,,YuXht,1114080616,156149537,8AMu4`1,JiI8yrW@wIn,816678013,}ak4xwn,No`e} 3an'ot engy%qBp=%ily. No'nVubt8]u3s@7n,Ranvy V^l*/1,2069078103,Un1XoK7,1494334158,UnLk%0n,(2,3b/,GtrVej,uu9te|26],+:Omay,WUL5PamsOn]Comn4y,-N,gs904,5niZed S]atVs,1.6549545E9,2.12832909E9
594302280,OAAAAA7*B!AAMuO],n7f*-a3-K3,,,f2EGK,1859007941,2092122431,8A>-{PM,^is8y AllXn,1739154460,UnkYfwn,NoEVs cannE= en]pgt Nupy-s!61yCdoA"t*Qob9tan,<andc)[a3ddz,429769078,)nkMown,384231847,U&k)owU,32,GPK,St-#et,Tui;9 220,li8|$y,Wi?mi7LsoEOFounty,T_,31^0o,9niLqw)Stqteh,1.17120781E9,1.88397168E8
48664723,AH`A.(AABA*AA'xA,1b+%"uIn83,,,o6g$N,1824080042,218198616,8A:-<PM,Ji[myLAzIe\,1781072395,Ub2nowB,\oteA g?pnoC en;9g4gpupiPsn x4}66ult c1n5tan,Rand:Bdald;z,1709502088,U&+no/(,1013569722,UWkn4wn,32,3rd,Stre&_,SI0ts 220,Midw*=,i9{l>nm1o_ CIO_yJ,=e,3197>,;nQibd StKbeY,,5.6275334E8
7194376,AAAAA~OA-osOAARA,>99{>03-v3,,,ouHKs,1720176965,1034917658,8AM-4KM,JNcjV "lBBn,738934044,Un(]Fw&,N`tfDUf`bjoJ 9ng/gS ZEpLls.w#r "o`btlsub;?[`,R30dyzVaydez,419023036,U7knogn,991442300,UnknM;n,>k,3.d,s?oe5J,z'A?S LD0,Mi*9Ky,WillDzmPonsCqunty,?N,31W04,<nite& 24:t_?,2.10438374E9,6.0268678E8
2054306373,ARlrC#Ad.O_;/("~,:n97`w3-13,,,0dVht,1338960639,1669443889,8A"v4P\,,1857285755,pDhno=H,NQt_L Lannot7end'gUApugi5[. N|!dRuV)/su`stan,RandytVOkde`,862811962,J?known,877603539,U7D~o<n,&2,bw`,gFr^et,{u~tr 2>0,;id<ay,WillRMmson Ca%nt:,0N,GPu01,?nop"]MP@a5es,8.0100013E8,2.88231104E8
1478286231,TAAA2AhABiA(AA:o,1ff7-0'312,,,A`=h/,1193015751,583946844,8AFN4PM,Jim*yPelNen,938720814,Je_noEn,^otIs Kann:t eRgag5?j$p_is.<i/;=YQ+t~svbfman,RanZ&1Vapdez,470474276,U_Pnk{n,,Unv@~sn,k[,z]d,,,Midwan,6ihl|7dsob nouKKb,B+,U=D04,c0Nted St:te*,1.30249011E9,3.60248064E8
1407279869,RHAZAGAABbAtzANA,1u9E-0@-O6,,,oE\hZ,979301475,492891891,GXcWRPB,Ji|?Tuklle',1821828146,Unknown,No{bBlcarnot{!ygag|xpVQils.iN# 93]^AZr=bsgaO,BHnr#qVa%$"z,1629969990,-nkBo{D,32478804,UnD{o_n,32,3U*,HCre+t,S6otP 220,MMdPaA,W}l2iarjbn8CXH^w^,TN,3e!Q4,UnIa'dmStat%f,7.0506982E8,1.8806007E9
1944117390,>A7.5I4AB=kAA=FA,19f7-03y13,,,op[hS,1613238602,1324602547,8TM-4PP,JbmmsFAllej,1569679127,Un3eown,eoZeh.Ran|--keL+Ykcu~u26lHG5N. d_ubt `u[{to^,)+(dy >*luey,1721619005,Unkns$n,2013771101,UCkc#On,*2,zr`,qUveet,S&iDeQC24,MiFway,1S\liam@6n9C~J9tv,TN,3id0%,sn\ted LtQt{d,1.4426967E9,1.97926157E9
860924644,rnAAAAAA:HhUxa*A,!9y7G0@wM+,,,oxght,1792687667,1031153843,{-8j07M,^ammY>@ple<,1589181847,UnkbDy[,Not^sT)an<o] enga&< pupi&B6 Y3 d}ubX:s%=stau,RAvd#`VaIB9z,638298228,Mnknown,872622083,UYknoT0,,3wd,S69eAt,2uitV:22Y,Mid9ay,tTm!ia$lonfCo6Rty,zN,31R)W,Uns`md Vhate+,7.014729E8,1.62139558E9
2098193264,bAAA*AA+EJA%AA\A,19URz03v13,,,ougPt,211.0,161515135,8ADM=+_,Fiymy Aluen,1105926506,[nknow\,NoTe#mcan}ot[emg%_pyj.a>PsY s_&JoebtlsuhQ0ad,{lTdy XTlDez,87945766,UnkdGQn,353977308,,ve,cr7,Rvrx0$,Sui*e Uxw,M;dwaZ,bHWT~aqson Eounti,$),38qY8,l\~tXY Ytates,3.78727136E8,1.00303494E9
738580210,5CAAA6AABA8AA&AA,1mt*4j3-i3,,,JZghf,1748013729,1664683141,TAM-4(M,Jimiy9All]n,1451992023,U=gV#.n,93t#s b9nnoO enth|e h)piGs+ YL [Mu!tksubDxan,b5nB: VaPq~z,1581682493,UnkEoA|,502201089,Unk3@nS,%J,;=d,Stre[f,j)ieeP2J",Mi#t.y,iiZlw)m]od jouXSJ,TN,3Z{~i,Uni5Pd O=at$],-5.00,1.00841555E9
1281602722,AuAAAAk{BtAkA&Aa,1ihH-Q<W1l,,,~umhd,895838325,500181039,bA+-(DM,Ji0my Jy;/n,1844648483,d`{AKSs,>ot$s xq6fot e.gaJe pu=8l59 Nr dNubt -)^Mtoy,4an];mG|bd%z,1457518419,U<fnD|n,2100317914,Un+nxan,3-,3ci,Ptaee],Suite A2#,M!dJ]4,Rill&aasuwqszuOty,.N,n190r,rnste9w>U}(e[,1.16805824E9,1.18961395E9
1210419378,AA[bH}A{B+AFrAAA,1&9]-%3=c3,,,ought,1834352610,153594085,##\E{X!,Jg'Wy E0s;\,1706646256,UnknpFW,PoNen Way&ot eQgNge @+37Xsl(Noqd~Go"3VQhsVan,Yafdr gnL+e7,671856516,/nknoNI,617478951,Uc>Koan,,3rd,tt_ept,hIi`. v20,M$3{vy,WiLl/\=s@e_Ccun+F,TN,31904,UOiredJ4tOteW,1.67427405E9,1.16521574E9
76443409,APAAAZa;?=AkA3AG,&:ln--aa13,,,iw")t,1204337904,493741714,8OM-*PM,qiZ"yEA@leP,759112298,,utp6' cU/n~>[R2gage ru`i-sD|4o doubtehPjs9Jh,x]ncy ayNDcz,1526970881,Unknown,1770594730,d)W0oyn,3r,,Str$eg,S\gte oL0,Oi!0]l,X2\l_amUoi ;fAnFy,'N,3p90+,Rni)eenS:$8eZ,1.5312073E9,1.38181235E9
232826732,AbV9Az)ZhA6AC.+A,1Y9C\03F&3,,,oucNt,,1357691097,6ou-4%k,Jimmy Allen,449902632,UnDl=wu,N}tesqcJ3notqe[g]ge bCA']Q. N!50Subt suFstan,@ano^/^a+{v&,1517709545,OnK'rvn,1350343120,^N|nZ'n,S2,3rI,utree&,fuUt! Cx0,MIdwxy,\+ll8amsoSIrounRZ,,31_04,UoB2M2 St^tes,1.03680602E9,1.69268659E9
1514152987,mAoAAAAAe{A">ARA,199`-"V-P3,,,7\ihb,1363890966,222619916,8AwY4P;,;-ml< YLlI7,1804815543,bGXF2wd,Vokev cZnnot Tn9QgeZp5pQls. ao5doublR{ukM:an,RanG# dV^dT#,1965130571,UX+Wo/n,287870741,,3H,Rrd,Stcest,S00te K2P,Midwa#,J;llEa|Fo^)C)u>ty,,3=90W,UB5tPdpTq)ne?,1.767136E9,1.41141837E9
1319662007,AARxAARABAAAAQAb,1997X$3XJ3,,,ou!h.,135165825,1067904349,8AM-uPk,J81my AU8'n,1056762994,Unk}_ln,o!k=s p<r%oJ Wng`ge UuzuHsw Bo a3unt]{v3KtYB,Rand_KVeldAz,927783000,U6knk|n,18590758,^nQn%wc,32,Wrq,:I3Y0#,Suite2g20,rddwa|,Wia=ixmqon;Cs}B'J,>w,J8^6N,Un@fe-4KFaces,2.08635008E9,8.0447526E8
1237007437,A[\SA!A;BtKAAAcA,1999-v4-13,,,ouejI,819662389,1067625146,jAMS%tS,^ommy k}l(=,1654506739,,,Ran$y Valdez,,{('nom\,1482062267,U.1nown,3b,3r`,z&r-Mt,Suite;22C,@0dwBy,jY=piZmso# f>rn&y,TN,31iJQ,Uin8ex %FCtej,4.22166144E8,1.61216998E9
1606553813,pA$dA~FAxAAG8AAA,.l9[-03613,,,oNLot,1524302310,516051200,8wU-4PM,Fj)m^FA}le!,286124121,U^on.in,aUBes -r[Lo"X:nAQM_ p3>yVs. No dO].tX>$ZstsE,Randy Valdez,1357302389,Hnqnopn,1054571774,U[We$wn,3F,3rd,ZtieeH,,bi5Uay,WBOl}amB/E !oA/t",TB,>u904,-piXeZk~taJ*',2.0996184E8,6.4397741E8
858006751,M$AEX"AAO9j{wAvA,1>J7p*)1MB,,,oG#ht,202633443,1438075869,6Ak/4PM,*-2my/GZlKn,1008013642,h2kJ)wn,N[eesY=F3noFPenHNge#pV|il1. {o9dvubG|sC(Ita$,Rt<|)kVa)dGz,,Unkn<At,55262824,UnknoB.,3D,CWd,G|v7M5,(u;t: 220,K_^wxy,,o:,xJ9|4,UtiCed8Rt'tfs,1.00111578E9,
